,年龄,工作,婚姻状况,学历,信用违约,房贷,个人贷款,通讯类型,联系日期,联系月份,通话时间,联系次数,距离上次联系的天数,活动前联系次数,上次营销活动的结果,本次活动结果
2385,47,服务业,已婚,中学,否,是,是,手机,29,七月,114,2,-1,0,未知,否
2386,33,技术人员,已婚,高等教育,否,是,否,未知,29,五月,58,1,-1,0,未知,否
2387,57,蓝领,已婚,小学,否,是,否,座机,31,七月,25,8,-1,0,未知,否
2388,35,行政,已婚,中学,否,是,否,手机,7,五月,121,2,-1,0,未知,否
2389,53,技术人员,已婚,高等教育,否,否,是,未知,16,六月,226,4,-1,0,未知,否
2390,24,已退休,单身,中学,否,否,是,未知,16,五月,234,2,-1,0,未知,否
2391,54,管理者,离异,高等教育,否,否,是,手机,10,七月,88,1,-1,0,未知,否
2392,31,管理者,已婚,高等教育,否,是,是,未知,21,五月,85,1,-1,0,未知,否
2393,41,企业家,已婚,中学,否,是,否,手机,18,十一月,134,1,-1,0,未知,否
2394,44,未知,已婚,中学,否,否,否,手机,4,八月,251,3,-1,0,未知,否
2395,35,服务业,单身,中学,否,是,否,手机,14,五月,152,1,-1,0,未知,否
2396,30,管理者,已婚,高等教育,否,否,否,手机,13,八月,202,1,83,5,失败,否
2397,43,蓝领,单身,小学,否,是,否,未知,30,五月,379,17,-1,0,未知,否
2398,51,企业家,已婚,中学,是,否,是,手机,28,七月,123,6,-1,0,未知,否
2399,60,已退休,已婚,中学,否,否,否,手机,30,四月,156,2,-1,0,未知,否
2400,43,个体户,已婚,中学,否,否,否,未知,17,六月,332,1,-1,0,未知,否
2401,31,管理者,已婚,高等教育,否,是,否,座机,14,五月,90,3,-1,0,未知,否
2402,56,管理者,已婚,小学,否,是,否,座机,20,十一月,291,1,-1,0,未知,否
2403,42,技术人员,已婚,中学,否,是,否,座机,6,二月,23,2,-1,0,未知,否
2404,52,企业家,已婚,小学,否,否,否,手机,21,七月,122,2,-1,0,未知,否
2405,40,技术人员,已婚,中学,否,是,是,手机,26,七月,105,2,172,1,失败,否
2406,36,服务业,已婚,中学,否,是,否,座机,11,五月,1143,4,-1,0,未知,否
2407,40,服务业,已婚,小学,否,否,否,未知,26,五月,70,3,-1,0,未知,否
2408,46,蓝领,已婚,中学,否,是,否,手机,8,五月,264,2,-1,0,未知,否
2409,32,行政,单身,中学,否,否,否,手机,27,五月,204,2,-1,0,未知,否
2410,31,保姆,单身,高等教育,否,是,否,手机,19,十一月,182,1,-1,0,未知,否
2411,41,技术人员,离异,中学,否,是,否,手机,17,十一月,386,2,-1,0,未知,否
2412,58,保姆,已婚,小学,否,否,是,未知,5,六月,295,3,-1,0,未知,否
2413,36,服务业,已婚,中学,否,是,否,手机,12,五月,86,2,-1,0,未知,否
2414,52,技术人员,已婚,中学,否,否,否,手机,28,八月,16,20,-1,0,未知,否
2415,42,管理者,已婚,高等教育,否,否,否,手机,20,八月,413,2,-1,0,未知,否
2416,32,管理者,单身,高等教育,否,是,是,未知,29,五月,323,3,-1,0,未知,否
2417,62,管理者,已婚,高等教育,否,否,否,手机,13,十月,78,3,-1,0,未知,否
2418,31,技术人员,单身,高等教育,否,否,否,手机,25,八月,121,3,-1,0,未知,否
2419,41,蓝领,单身,中学,是,否,是,手机,20,十一月,477,1,-1,0,未知,是
2420,34,个体户,已婚,高等教育,否,否,否,手机,19,十一月,265,1,-1,0,未知,否
2421,44,管理者,单身,高等教育,否,否,否,手机,27,十月,418,2,-1,0,未知,是
2422,42,蓝领,已婚,小学,否,是,否,手机,28,七月,386,4,-1,0,未知,否
2423,37,企业家,单身,中学,否,否,否,未知,19,五月,594,2,-1,0,未知,否
2424,47,管理者,已婚,高等教育,否,否,否,手机,8,七月,161,1,-1,0,未知,否
2425,32,没工作,已婚,中学,否,是,是,手机,5,二月,450,3,-1,0,未知,否
2426,46,蓝领,已婚,中学,否,是,否,手机,25,八月,217,6,-1,0,未知,否
2427,39,技术人员,单身,高等教育,否,否,否,手机,8,八月,136,1,-1,0,未知,否
2428,28,服务业,单身,中学,否,是,否,未知,9,五月,322,1,-1,0,未知,否
2429,26,学生,单身,中学,否,否,否,手机,16,十一月,104,1,196,1,失败,否
2430,52,技术人员,已婚,中学,否,否,是,手机,17,十一月,189,2,111,4,失败,否
2431,42,没工作,已婚,中学,否,否,否,手机,15,七月,250,4,415,2,失败,是
2432,33,技术人员,离异,高等教育,否,否,否,手机,19,八月,123,5,-1,0,未知,否
2433,73,已退休,已婚,小学,否,否,否,手机,23,十月,427,1,182,2,失败,是
2434,35,行政,单身,中学,否,否,是,手机,8,七月,632,2,-1,0,未知,否
2435,40,管理者,已婚,高等教育,否,是,否,手机,13,四月,101,3,-1,0,未知,否
2436,51,技术人员,已婚,中学,否,否,否,手机,24,八月,467,2,88,4,其他,是
2437,37,行政,单身,中学,否,是,否,手机,16,四月,640,2,-1,0,未知,否
2438,39,管理者,已婚,高等教育,否,是,是,手机,16,四月,517,1,255,1,失败,否
2439,28,蓝领,已婚,中学,否,是,否,未知,13,五月,160,3,-1,0,未知,否
2440,49,技术人员,离异,高等教育,否,是,否,手机,12,六月,177,3,-1,0,未知,否
2441,36,行政,已婚,中学,否,是,否,未知,21,五月,206,1,-1,0,未知,否
2442,45,技术人员,已婚,中学,否,是,否,未知,7,五月,208,2,-1,0,未知,否
2443,29,技术人员,单身,高等教育,否,是,否,手机,12,四月,169,1,-1,0,未知,否
2444,35,管理者,已婚,中学,否,是,否,手机,14,七月,287,2,415,1,失败,是
2445,35,保姆,已婚,高等教育,否,是,是,手机,17,七月,505,3,-1,0,未知,否
2446,30,蓝领,已婚,中学,否,是,否,手机,18,五月,284,2,371,1,失败,否
2447,46,蓝领,已婚,小学,否,否,否,手机,30,一月,89,4,235,2,失败,否
2448,25,学生,单身,高等教育,否,否,否,手机,29,九月,138,1,-1,0,未知,否
2449,36,管理者,已婚,高等教育,否,否,否,手机,14,十二月,321,3,189,4,成功,是
2450,42,蓝领,已婚,小学,否,是,否,未知,15,五月,262,4,-1,0,未知,否
2451,57,行政,已婚,中学,否,否,否,手机,13,十月,61,1,-1,0,未知,否
2452,42,管理者,离异,高等教育,否,是,否,手机,24,七月,217,9,-1,0,未知,否
2453,29,管理者,已婚,高等教育,否,是,是,手机,14,七月,192,2,-1,0,未知,否
2454,36,技术人员,已婚,高等教育,否,否,否,手机,29,十月,174,2,-1,0,未知,否
2455,31,没工作,已婚,中学,否,否,否,未知,25,六月,292,2,-1,0,未知,否
2456,59,技术人员,已婚,小学,否,是,否,未知,29,五月,240,2,-1,0,未知,否
2457,50,没工作,离异,中学,否,否,否,手机,4,八月,282,2,-1,0,未知,否
2458,47,行政,已婚,中学,否,是,是,座机,14,八月,128,6,-1,0,未知,否
2459,46,保姆,已婚,小学,否,否,否,座机,2,二月,161,1,-1,0,未知,否
2460,26,蓝领,单身,小学,否,是,否,手机,29,一月,291,1,244,4,失败,否
2461,31,服务业,单身,中学,否,是,否,手机,20,十一月,356,1,-1,0,未知,否
2462,30,服务业,已婚,高等教育,否,是,否,未知,21,五月,294,2,-1,0,未知,否
2463,47,蓝领,单身,未知,否,否,否,未知,18,六月,422,1,-1,0,未知,否
2464,23,技术人员,单身,高等教育,否,是,否,未知,28,五月,806,1,-1,0,未知,是
2465,44,没工作,单身,小学,否,否,否,未知,16,六月,227,1,-1,0,未知,否
2466,42,个体户,已婚,中学,否,否,否,手机,17,十一月,560,2,-1,0,未知,否
2467,32,服务业,单身,中学,否,是,否,手机,17,四月,135,1,-1,0,未知,否
2468,28,行政,单身,中学,否,是,否,未知,3,六月,361,1,-1,0,未知,否
2469,57,已退休,已婚,小学,否,是,是,手机,18,七月,246,1,-1,0,未知,否
2470,38,技术人员,已婚,高等教育,否,是,否,手机,4,二月,419,2,-1,0,未知,否
2471,22,学生,单身,中学,否,否,否,手机,8,十一月,449,2,38,10,其他,是
2472,54,行政,已婚,中学,否,是,否,手机,17,十一月,71,1,-1,0,未知,否
2473,32,技术人员,已婚,高等教育,否,是,否,手机,21,七月,357,3,-1,0,未知,否
2474,32,管理者,已婚,高等教育,否,是,否,手机,18,十一月,164,2,179,3,失败,否
2475,59,行政,离异,中学,否,是,否,未知,15,五月,263,4,-1,0,未知,否
2476,45,技术人员,已婚,中学,否,否,否,未知,18,六月,146,2,-1,0,未知,否
2477,53,未知,已婚,小学,否,否,否,手机,27,十月,759,2,-1,0,未知,是
2478,50,行政,离异,中学,否,否,否,手机,28,七月,72,2,363,4,失败,否
2479,34,技术人员,已婚,中学,否,是,是,手机,12,八月,131,2,-1,0,未知,否
2480,35,行政,离异,中学,否,否,是,手机,21,十一月,808,2,-1,0,未知,是
2481,30,管理者,已婚,高等教育,否,否,否,手机,17,七月,1183,1,-1,0,未知,否
2482,62,保姆,已婚,中学,否,否,否,手机,4,九月,123,3,-1,0,未知,否
2483,40,蓝领,已婚,中学,否,是,否,未知,29,五月,483,2,-1,0,未知,否
2484,26,个体户,单身,高等教育,否,否,否,手机,4,五月,238,3,-1,0,未知,否
2485,34,管理者,已婚,高等教育,否,是,否,手机,11,七月,90,1,-1,0,未知,否
2486,50,未知,已婚,未知,否,否,否,手机,9,七月,464,1,683,6,失败,是
2487,31,未知,离异,高等教育,否,否,否,手机,22,八月,385,9,-1,0,未知,否
2488,35,技术人员,已婚,中学,否,是,否,未知,23,五月,240,2,-1,0,未知,否
2489,55,已退休,已婚,小学,否,否,是,手机,14,五月,104,1,-1,0,未知,否
2490,34,行政,已婚,中学,否,否,否,手机,29,八月,109,2,-1,0,未知,否
2491,58,已退休,已婚,小学,否,否,否,手机,30,十一月,598,4,-1,0,未知,否
2492,50,管理者,单身,高等教育,否,是,否,未知,16,五月,274,8,-1,0,未知,否
2493,31,技术人员,单身,中学,否,否,否,手机,7,八月,123,2,-1,0,未知,否
2494,47,行政,离异,中学,否,否,是,手机,23,七月,70,1,-1,0,未知,否
2495,38,个体户,单身,高等教育,否,是,否,未知,23,五月,260,1,-1,0,未知,否
2496,46,管理者,单身,高等教育,否,是,否,手机,29,一月,190,3,-1,0,未知,否
2497,42,蓝领,已婚,小学,否,是,否,未知,14,五月,521,2,-1,0,未知,否
2498,34,蓝领,已婚,中学,否,是,否,手机,14,五月,228,1,-1,0,未知,否
2499,37,管理者,已婚,高等教育,否,否,否,座机,17,二月,466,4,-1,0,未知,是
2500,38,学生,单身,高等教育,否,否,否,手机,27,二月,74,2,-1,0,未知,否
2501,59,已退休,已婚,中学,否,是,否,未知,29,五月,57,2,-1,0,未知,否
2502,32,行政,已婚,中学,否,否,否,手机,30,一月,119,3,-1,0,未知,否
2503,55,管理者,已婚,高等教育,否,否,否,手机,19,十一月,124,2,-1,0,未知,否
2504,35,蓝领,已婚,中学,否,是,是,手机,31,七月,65,50,-1,0,未知,否
2505,56,管理者,离异,高等教育,否,否,是,手机,28,七月,127,6,-1,0,未知,否
2506,27,行政,已婚,中学,是,是,否,手机,14,七月,172,3,-1,0,未知,否
2507,42,没工作,单身,中学,否,是,否,手机,30,七月,174,6,-1,0,未知,否
2508,42,学生,已婚,未知,否,否,否,座机,31,七月,41,6,-1,0,未知,否
2509,41,蓝领,已婚,小学,否,是,否,未知,30,五月,232,3,-1,0,未知,否
2510,53,已退休,离异,中学,是,否,是,未知,6,六月,161,1,-1,0,未知,否
2511,67,已退休,已婚,小学,否,否,否,手机,16,四月,124,1,-1,0,未知,否
2512,53,保姆,已婚,小学,否,否,是,未知,5,六月,701,1,-1,0,未知,是
2513,33,蓝领,已婚,小学,否,是,否,未知,9,五月,162,2,-1,0,未知,否
2514,31,技术人员,单身,未知,否,是,否,未知,6,六月,431,2,-1,0,未知,否
2515,31,行政,已婚,中学,否,是,否,手机,18,七月,191,3,-1,0,未知,否
2516,30,管理者,已婚,高等教育,否,是,否,手机,11,八月,249,5,-1,0,未知,否
2517,48,蓝领,已婚,未知,否,是,否,未知,6,五月,189,1,-1,0,未知,否
2518,30,技术人员,单身,中学,否,否,否,手机,25,八月,167,4,-1,0,未知,否
2519,43,技术人员,单身,高等教育,是,否,否,手机,29,八月,73,4,-1,0,未知,否
2520,38,管理者,离异,高等教育,否,是,否,未知,30,五月,162,1,-1,0,未知,否
2521,46,没工作,已婚,中学,否,是,否,手机,12,八月,235,2,-1,0,未知,否
2522,59,蓝领,离异,中学,否,否,否,手机,15,五月,44,1,-1,0,未知,否
2523,44,管理者,离异,高等教育,否,是,是,未知,26,五月,127,2,-1,0,未知,否
2524,35,蓝领,已婚,中学,否,是,否,手机,20,四月,93,3,329,7,失败,否
2525,55,蓝领,已婚,未知,否,否,否,手机,30,一月,143,1,2,3,其他,否
2526,39,管理者,单身,高等教育,否,是,否,手机,16,四月,81,2,-1,0,未知,否
2527,36,服务业,单身,中学,否,是,是,未知,17,六月,77,2,-1,0,未知,否
2528,33,蓝领,已婚,中学,否,是,否,未知,23,五月,115,4,-1,0,未知,否
2529,48,管理者,单身,高等教育,否,否,否,未知,17,十一月,125,1,111,3,失败,否
2530,33,管理者,单身,高等教育,否,否,否,手机,19,八月,53,4,-1,0,未知,否
2531,67,已退休,已婚,未知,否,否,否,座机,4,五月,77,2,-1,0,未知,否
2532,48,没工作,离异,中学,否,是,否,座机,3,二月,45,1,-1,0,未知,否
2533,57,管理者,已婚,高等教育,否,否,否,手机,11,八月,74,2,-1,0,未知,否
2534,31,保姆,已婚,小学,否,否,否,手机,21,八月,169,5,-1,0,未知,否
2535,30,学生,单身,高等教育,否,否,否,手机,11,八月,269,2,-1,0,未知,否
2536,56,企业家,离异,小学,否,否,否,手机,29,一月,52,2,227,1,失败,否
2537,26,蓝领,已婚,小学,否,是,否,手机,22,七月,246,3,-1,0,未知,否
2538,44,管理者,已婚,中学,否,是,否,未知,20,六月,218,1,-1,0,未知,否
2539,44,技术人员,离异,中学,否,否,否,手机,13,十一月,167,1,92,1,成功,是
2540,31,管理者,已婚,高等教育,否,是,否,手机,21,十一月,316,3,99,9,其他,是
2541,47,个体户,已婚,未知,否,是,否,手机,15,五月,142,1,-1,0,未知,否
2542,30,行政,单身,中学,否,是,否,手机,21,十一月,75,1,-1,0,未知,否
2543,37,管理者,已婚,高等教育,否,否,是,手机,2,二月,204,1,-1,0,未知,否
2544,56,行政,离异,小学,否,否,是,手机,10,七月,542,1,-1,0,未知,否
2545,43,管理者,单身,中学,否,是,是,未知,16,五月,122,2,-1,0,未知,否
2546,42,服务业,已婚,中学,否,是,否,未知,30,五月,70,1,-1,0,未知,否
2547,60,管理者,已婚,中学,否,是,否,手机,8,七月,266,1,-1,0,未知,否
2548,34,蓝领,已婚,未知,否,是,否,手机,6,五月,34,9,-1,0,未知,否
2549,34,管理者,单身,高等教育,否,否,否,手机,22,七月,203,4,-1,0,未知,否
2550,41,管理者,已婚,高等教育,否,否,是,未知,6,六月,85,3,-1,0,未知,否
2551,38,管理者,离异,中学,否,否,否,手机,21,十一月,11,4,-1,0,未知,否
2552,23,服务业,已婚,中学,否,是,否,未知,20,六月,13,10,-1,0,未知,否
2553,33,管理者,已婚,高等教育,否,是,否,手机,13,五月,562,1,-1,0,未知,是
2554,36,蓝领,已婚,中学,否,是,否,手机,6,五月,185,3,-1,0,未知,否
2555,49,没工作,已婚,高等教育,否,否,否,手机,22,五月,158,1,59,2,失败,否
2556,34,行政,离异,中学,否,是,否,手机,12,五月,515,1,350,5,失败,是
2557,40,技术人员,离异,中学,否,是,否,手机,13,五月,60,5,-1,0,未知,否
2558,72,已退休,已婚,小学,否,否,否,手机,24,四月,173,2,-1,0,未知,否
2559,43,技术人员,已婚,中学,否,是,否,未知,16,五月,353,4,-1,0,未知,否
2560,44,蓝领,已婚,中学,否,是,否,手机,11,五月,143,3,357,1,失败,否
2561,35,行政,已婚,中学,否,是,否,手机,20,四月,18,5,-1,0,未知,否
2562,46,行政,离异,中学,否,否,否,手机,18,十一月,466,1,-1,0,未知,否
2563,55,行政,已婚,中学,否,是,否,手机,17,四月,85,1,151,1,失败,否
2564,50,技术人员,离异,中学,否,是,是,手机,24,七月,148,1,-1,0,未知,否
2565,23,蓝领,单身,未知,否,是,否,手机,18,五月,123,1,-1,0,未知,否
2566,34,学生,已婚,未知,否,否,否,手机,30,四月,121,1,-1,0,未知,否
2567,40,蓝领,已婚,中学,否,是,是,未知,29,五月,245,3,-1,0,未知,否
2568,61,已退休,已婚,中学,否,否,否,手机,6,十月,215,1,-1,0,未知,是
2569,53,技术人员,已婚,中学,否,是,否,未知,15,五月,190,6,-1,0,未知,否
2570,57,技术人员,已婚,中学,否,否,否,未知,13,五月,44,1,-1,0,未知,否
2571,28,蓝领,已婚,中学,否,否,否,手机,30,四月,171,1,-1,0,未知,否
2572,25,行政,已婚,中学,否,是,否,手机,30,七月,62,12,-1,0,未知,否
2573,38,蓝领,已婚,中学,否,是,是,未知,20,五月,172,1,-1,0,未知,否
2574,27,服务业,单身,中学,否,是,否,未知,23,五月,78,10,-1,0,未知,否
2575,45,蓝领,已婚,中学,否,是,否,未知,15,五月,319,5,-1,0,未知,否
2576,31,服务业,单身,中学,否,否,是,手机,2,二月,111,1,-1,0,未知,否
2577,39,蓝领,已婚,小学,否,是,否,未知,6,五月,158,1,-1,0,未知,否
2578,42,技术人员,已婚,中学,否,否,否,手机,29,八月,82,12,-1,0,未知,否
2579,46,管理者,已婚,高等教育,否,是,否,未知,20,五月,128,6,-1,0,未知,否
2580,36,服务业,已婚,中学,否,是,否,未知,8,五月,102,4,-1,0,未知,否
2581,30,管理者,单身,高等教育,否,是,否,未知,16,六月,124,2,-1,0,未知,否
2582,32,蓝领,已婚,中学,否,是,否,手机,17,四月,334,2,-1,0,未知,否
2583,52,技术人员,已婚,高等教育,否,否,否,手机,28,一月,134,5,204,2,成功,是
2584,31,管理者,已婚,高等教育,否,否,否,手机,27,四月,218,1,-1,0,未知,否
2585,60,管理者,已婚,小学,否,否,否,未知,9,六月,313,1,-1,0,未知,否
2586,35,蓝领,单身,中学,否,是,是,未知,6,五月,207,3,-1,0,未知,否
2587,38,管理者,已婚,高等教育,否,是,否,未知,6,五月,262,1,-1,0,未知,否
2588,46,管理者,离异,高等教育,否,否,否,手机,19,八月,134,2,-1,0,未知,否
2589,45,企业家,离异,高等教育,否,是,是,未知,11,六月,197,3,-1,0,未知,否
2590,59,服务业,已婚,中学,否,是,否,手机,12,五月,214,3,-1,0,未知,否
2591,34,管理者,已婚,高等教育,否,是,是,手机,30,七月,1165,7,-1,0,未知,否
2592,33,技术人员,离异,中学,否,是,否,手机,7,五月,177,2,-1,0,未知,否
2593,46,管理者,单身,中学,否,是,否,未知,23,五月,141,6,-1,0,未知,否
2594,48,行政,已婚,中学,否,是,是,手机,29,七月,164,6,-1,0,未知,否
2595,31,服务业,单身,中学,否,否,否,手机,16,七月,151,1,-1,0,未知,否
2596,32,技术人员,已婚,中学,否,否,否,手机,4,二月,145,2,260,4,失败,否
2597,35,蓝领,离异,小学,否,是,否,未知,26,五月,111,1,-1,0,未知,否
2598,36,蓝领,单身,小学,否,否,否,手机,2,二月,217,1,221,1,失败,否
2599,52,管理者,已婚,高等教育,否,是,否,手机,7,五月,253,4,-1,0,未知,否
2600,45,管理者,离异,高等教育,否,否,否,未知,18,六月,74,1,-1,0,未知,否
2601,34,管理者,已婚,高等教育,否,否,否,手机,20,八月,263,2,-1,0,未知,否
2602,25,蓝领,已婚,小学,是,是,否,未知,3,六月,233,1,-1,0,未知,否
2603,26,管理者,单身,高等教育,否,否,否,手机,13,八月,402,2,-1,0,未知,否
2604,57,管理者,已婚,未知,否,否,否,手机,30,九月,585,1,-1,0,未知,否
2605,48,管理者,已婚,小学,否,是,是,未知,14,五月,145,1,-1,0,未知,否
